Order ID,Customer Name,Order Date,Order Priority,Product Name,Unit Price,Quantity
37315,Luke Weiss,6/5/2012,Low,yogurt,4.28,43
37315,Luke Weiss,6/5/2012,Low,bottled water,175.99,31
37925,Luke Weiss,9/26/2010,Medium,berries,90.97,46
37925,Luke Weiss,9/26/2010,Medium,packaged fruit/vegetables,65.99,31
38021,Rob Haberlin,1/21/2009,Medium,frankfurter,30.44,46
38336,Julie Creighton,10/5/2012,Critical,nuts/prunes,6.75,14
38336,Julie Creighton,10/5/2012,Critical,citrus fruit,10.97,31
38565,Justin Knight,3/25/2009,Critical,beef,10.64,20
39783,Sally Knutson,9/20/2012,Not Specified,whole milk,4.06,19
39783,Sally Knutson,9/20/2012,Not Specified,other vegetables,8.85,31
39783,Sally Knutson,9/20/2012,Not Specified,beef,3.15,29
42500,Michelle Arnett,2/5/2010,Not Specified,fish,48.92,39
42500,Michelle Arnett,2/5/2010,Not Specified,other vegetables,8.69,2
44162,Julie Creighton,3/19/2010,High,tropical fruit,10.98,46
44256,Sally Knutson,11/19/2011,Low,coffee,8.01,39
44256,Sally Knutson,11/19/2011,Low,sausage,6.48,17
44256,Sally Knutson,11/19/2011,Low,meat,40.97,49
44320,Sally Knutson,4/29/2009,Medium,chicken,154.13,49
45377,Kimberly Carter,4/3/2011,Low,berries,2.08,47
47367,Rob Haberlin,4/16/2011,Medium,frozen meals,3.8,7
47367,Rob Haberlin,4/16/2011,Medium,whipped/sour cream,3.69,6
47750,Sally Knutson,6/15/2010,Low,beef,2.88,37
47750,Sally Knutson,6/15/2010,Low,chicken,25.38,43
48388,Marina Lichtenstein,8/9/2009,High,chicken,5.74,3
49059,Christina DeMoss,9/20/2009,Medium,beef,2.89,48
49059,Christina DeMoss,9/20/2009,Medium,packaged fruit/vegetables,48.91,5
49510,Luke Weiss,3/20/2012,Critical,sugar,2.58,16
49634,Sally Knutson,3/23/2012,Not Specified,frankfurter,2.88,45
50210,Michelle Arnett,7/19/2010,Low,berries,3.75,47
50210,Michelle Arnett,7/19/2010,Low,bottled water,1.86,15
50503,Sanjit Chand,11/21/2012,Medium,sausage,65.99,28
50816,Anthony Johnson,3/27/2009,High,whole milk,11.97,25
50816,Anthony Johnson,3/27/2009,High,ice cream,28.53,26
50816,Anthony Johnson,3/27/2009,High,frankfurter,15.28,6
51073,Luke Weiss,5/14/2010,Not Specified,root vegetables,136.98,17
51073,Luke Weiss,5/14/2010,Not Specified,sausage,30.93,49
51584,Rob Haberlin,10/17/2010,Critical,sausage,110.98,48
51879,Monica Federle,8/24/2010,Not Specified,beef,51.94,26
51879,Monica Federle,8/24/2010,Not Specified,fruit/vegetable juice,19.98,46
52288,Kimberly Carter,8/10/2011,High,sugar,78.69,19
53190,Michelle Arnett,9/24/2009,Medium,berries,28.53,10
53190,Michelle Arnett,9/24/2009,Medium,yogurt,65.99,9
53536,Sanjit Chand,10/30/2012,High,pork,22.98,35
53536,Sanjit Chand,10/30/2012,High,bottled beer,179.29,5
53572,Marina Lichtenstein,5/7/2010,Medium,curd,11.09,17
53825,Joy Smith,4/9/2011,Low,beef,48.04,36
53863,Christina DeMoss,6/3/2010,High,pork,161.55,46
54119,Monica Federle,5/22/2010,Medium,white bread,5.81,45
54119,Monica Federle,5/22/2010,Medium,grapes,29.74,4
56224,Michelle Arnett,10/25/2012,Medium,potato products,3.81,35
56224,Michelle Arnett,10/25/2012,Medium,root vegetables,95.95,32
56224,Michelle Arnett,10/25/2012,Medium,chicken,7.89,46
56224,Michelle Arnett,10/25/2012,Medium,chicken,124.49,9
56293,Michelle Arnett,1/5/2010,Not Specified,fish,19.99,34
56293,Michelle Arnett,1/5/2010,Not Specified,canned beer,16.91,44
57959,Sally Knutson,12/30/2011,Medium,other vegetables,5.81,40
57959,Sally Knutson,12/30/2011,Medium,chicken,26.31,48
58500,Christina DeMoss,2/14/2011,Low,other vegetables,110.99,17
59584,Joy Smith,5/28/2010,Medium,tropical fruit,100.98,3
59584,Joy Smith,5/28/2010,Medium,whole milk,150.98,7
261,Sonia Sunley,6/28/2010,Medium,beef,140.99,47
928,Anthony O'Donnell,3/1/2011,Low,sausage,59.98,21
928,Anthony O'Donnell,3/1/2011,Low,whole milk,14.58,26
1282,Emily Grady,2/27/2012,Not Specified,rolls/buns,31.78,26
1282,Emily Grady,2/27/2012,Not Specified,citrus fruit,2.78,10
1856,Alex Avila,3/19/2012,Not Specified,whole milk,60.98,24
1856,Alex Avila,3/19/2012,Not Specified,pastry,125.99,43
1856,Alex Avila,3/19/2012,Not Specified,tropical fruit,125.99,44
1925,Brian Moss,3/4/2012,Critical,sliced cheese,276.2,7
2848,Emily Grady,3/9/2012,Critical,soda,43.31,35
2848,Emily Grady,3/9/2012,Critical,ham,125.99,8
5504,Anna Andreadi,1/5/2010,High,salty snack,5.78,6
5504,Anna Andreadi,1/5/2010,High,whole milk,45.99,15
8390,Emily Grady,4/21/2012,Medium,root vegetables,30.98,24
8545,Barbara Fisher,6/17/2009,Low,soda,4.13,25
8545,Barbara Fisher,6/17/2009,Low,curd,130.98,24
9573,Emily Grady,6/13/2012,Medium,bottled water,3.14,41
9892,Kelly Williams,7/16/2012,Medium,packaged fruit/vegetables,27.18,50
10048,Sonia Sunley,5/15/2009,Not Specified,tropical fruit,73.98,46
10048,Sonia Sunley,5/15/2009,Not Specified,ham,3.68,21
10144,Sonia Sunley,1/2/2011,Critical,pork,355.98,16
10144,Sonia Sunley,1/2/2011,Critical,beverages,160.98,1
10144,Sonia Sunley,1/2/2011,Critical,sausage,280.98,24
10432,Sonia Sunley,1/5/2012,Low,sausage,179.99,13
10661,Jocasta Rupert,1/23/2009,Not Specified,root vegetables,6.84,18
12806,Sonia Sunley,12/24/2011,Not Specified,whole milk,35.89,20
13158,Kelly Williams,11/20/2012,Critical,frankfurter,6.75,26
13507,Anna Andreadi,12/29/2012,Medium,soda,6.78,27
14375,Rick Duston,1/31/2010,Medium,soda,5.78,7
14627,Sonia Sunley,2/4/2009,Medium,frankfurter,14.48,47
14852,Angele Hood,12/24/2011,Medium,berries,420.98,9
16230,Sonia Sunley,2/27/2010,Low,canned beer,7.31,2
16230,Sonia Sunley,2/27/2010,Low,frankfurter,130.98,27
16230,Sonia Sunley,2/27/2010,Low,frankfurter,48.91,15
16230,Sonia Sunley,2/27/2010,Low,berries,111.03,40
19074,Sonia Sunley,6/25/2012,Critical,frankfurter,208.16,17
20194,Dennis Bolton,3/13/2012,High,newspapers,20.24,10
21024,Stewart Carmichael,12/28/2010,Medium,frozen fish,5.84,34
21509,Dennis Bolton,7/3/2012,High,tropical fruit,3.69,13
21856,Sonia Sunley,4/5/2012,Not Specified,beef,3.69,47
21856,Sonia Sunley,4/5/2012,Not Specified,rolls/buns,3.14,26
22119,Stewart Carmichael,7/24/2009,Low,specialty chocolate,49.43,20
22534,Kelly Williams,7/18/2011,Medium,sparkling wine,83.93,3
22629,Sonia Sunley,4/15/2010,Low,citrus fruit,73.98,5
23011,Kelly Williams,6/15/2010,Low,onions,10.01,1
24070,Sonia Sunley,3/15/2011,High,whole milk,4.91,36
24070,Sonia Sunley,3/15/2011,High,photo/film,140.81,3
24070,Sonia Sunley,3/15/2011,High,hamburger meat,5.58,48
24737,Sonia Sunley,12/6/2009,High,other vegetables,180.98,3
24737,Sonia Sunley,12/6/2009,High,whole milk,6.48,26
26373,Anna Andreadi,7/22/2010,Medium,pork,40.98,7
26978,Seth Vernon,6/25/2010,Medium,tropical fruit,599.99,46
26978,Seth Vernon,6/25/2010,Medium,chicken,40.99,49
26978,Seth Vernon,6/25/2010,Medium,other vegetables,15.31,47
27174,Alex Avila,10/8/2011,Critical,sausage,35.99,17
27876,Sarah Foster,9/7/2010,Low,whole milk,16.99,44
28582,Alex Avila,1/22/2012,Not Specified,rolls/buns,39.24,40
28582,Alex Avila,1/22/2012,Not Specified,hygiene articles,8.01,45
28868,Anna Andreadi,4/5/2012,High,ice cream,6.48,30
29857,Angele Hood,12/12/2009,Medium,curd,140.98,41
29921,Sonia Sunley,3/23/2012,Medium,whole milk,120.98,33
30659,Kelly Williams,9/13/2011,Critical,onions,85.99,45
30660,Anna Andreadi,9/5/2012,Critical,finished products,71.37,16
30883,Alex Avila,8/21/2010,Medium,salt,6.98,30
32871,Jim Karlsson,10/26/2012,High,tropical fruit,20.97,42
33600,Sonia Sunley,10/6/2010,Low,other vegetables,4.28,42
33632,Alex Avila,3/13/2010,Critical,chocolate,115.99,8
33665,Lisa DeCherney,5/25/2011,Low,ice cream,284.98,45
34434,Barbara Fisher,5/9/2011,Not Specified,tropical fruit,1.8,16
34434,Barbara Fisher,5/9/2011,Not Specified,frankfurter,4.98,23
34753,Barbara Fisher,1/18/2010,Not Specified,butter,20.99,7
35364,Lisa DeCherney,12/12/2009,Critical,other vegetables,4.28,16
35364,Lisa DeCherney,12/12/2009,Critical,tropical fruit,376.13,29
35364,Lisa DeCherney,12/12/2009,Critical,citrus fruit,424.21,37
35364,Lisa DeCherney,12/12/2009,Critical,UHT-milk,195.99,8
35812,Barbara Fisher,1/22/2010,Critical,beef,113.98,24
35812,Barbara Fisher,1/22/2010,Critical,curd,30.73,2
35812,Barbara Fisher,1/22/2010,Critical,citrus fruit,47.9,19
37063,Alex Avila,12/9/2012,Not Specified,yogurt,17.67,50
37281,Roy Skaria,8/28/2009,Medium,bottled beer,20.99,25
37798,Angele Hood,11/4/2012,High,grapes,291.73,23
38017,Seth Vernon,7/20/2010,Low,pork,4.98,26
38017,Seth Vernon,7/20/2010,Low,sausage,125.99,27
38272,Sarah Foster,11/15/2011,Critical,frankfurter,1.88,39
39301,Kelly Williams,3/22/2009,Medium,artif. sweetener,152.48,16
